id,source,type_of_material,web_url,snippet,headline,created_time,news_desk
1,The New York Times,News,https://www.nytimes.com/2022/01/01/nyregion/eric-adams-inaguration-nyc-mayor.html,"Eric Adams, the city’s second Black mayor, faces difficult decisions over how to lead New York City through the next wave of the pandemic.",Eric Adams Takes Office as New York City’s 110th Mayor at a Perilous Moment,1/1/2022 5:22,Business
2,The New York Times,News,https://www.nytimes.com/2022/01/01/business/readers-customer-service.html,"Plus, some small glimmers of hope.",Here’s What Readers Told Us About Customer Service Nightmares,1/1/2022 10:00,Business
3,The New York Times,News,https://www.nytimes.com/2022/01/01/us/omicron-covid-pandemic-despair.html,The highly contagious variant has already contributed to flight cancellations and staffing shortages.,"With Omicron’s Rise, Americans Brace for Returning to School and Work",1/1/2022 10:00,Business
4,The New York Times,News,https://www.nytimes.com/2022/01/01/us/nashville-bombing-recovery.html,"Since the explosion last Christmas, the city has grappled with how rebuilding will fit into its larger ambitions of transforming downtown. The hope is to draw more than just tourists.",Nashville Finds Opportunity in the Hole a Bomber Left in the Heart of the City,1/1/2022 10:00,Business
5,The New York Times,News,https://www.nytimes.com/2022/01/01/us/politics/afghan-war-isis-attack.html,"The suicide bomber who killed nearly 200 people, including 13 U.S. troops, had been freed from prison by the Taliban days before the attack.",U.S. Military Focusing on ISIS Cell Behind Attack at Kabul Airport,1/1/2022 10:00,Business
6,The New York Times,News,https://www.nytimes.com/2022/01/01/world/asia/south-korea-men-anti-feminists.html,"After slow gains in women’s rights, the country is facing a type of political correctness enforced by young men angry at feminists, saying they undermine opportunity.",The New Political Cry in South Korea: ‘Out With Man Haters’,1/1/2022 10:00,Business
7,The New York Times,News,https://www.nytimes.com/2022/01/01/style/gummies-edibles-marijuana-diet.html,An edibles company says one of its products will lead not to the “the munchies” but to weight loss. There’s just one problem: the science.,Counterculture to Counterintuitive: Cannabis to Help You Diet?,1/1/2022 10:00,Business
8,The New York Times,News,https://www.nytimes.com/2022/01/01/business/customer-service-pandemic-rage.html,"In our anger-filled age, when people need to shop or travel or cope with mild disappointment they’re “devolving into children.”",A Nation on Hold Wants to Speak With a Manager,1/1/2022 10:00,Business
9,The New York Times,News,https://www.nytimes.com/2022/01/01/world/europe/turkey-kurdish-art-exhibit.html,A recent art show in a major Kurdish city in Turkey aimed to uplift a region crushed by years of conflict. It ended up serving as a reminder of how toxic the subject of Kurds remains in Turkey.,An Exhibit Meant to Showcase Kurdish Suffering Provoked a Furor Instead,1/1/2022 10:00,Financial 
10,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/01/opinion/trigger-warning-its-my-brothers-turn-again.html,Covid delayed Kevin’s annual column from the Republican point of view. But he’s back.,Trigger Warning: It’s My Brother’s Turn Again,1/1/2022 14:00,Business
11,The New York Times,News,https://www.nytimes.com/2022/01/01/world/europe/pontifical-oriental-institute-digital-texts.html,"Rare books in Rome are going online thanks to a German copier, a Long Island scanning firm and a New York software company.",A Vatican Library Shortens the Distance Between Its Works and Its Scholars,1/1/2022 17:16,Business
12,The New York Times,News,https://www.nytimes.com/2022/01/01/upshot/pregnancy-birth-genetic-testing.html,"The false positives aren’t mentioned in the brochures for these blood screenings, which are sold by some of the biggest labs in the country.","When They Warn of Rare Disorders, These Prenatal Tests Are Usually Wrong",1/1/2022 18:14,Business
13,The New York Times,News,https://www.nytimes.com/article/moon-missions-nasa-2022.html,Debut rocket launches and robotic lunar missions will make the New Year a crucial prelude to putting astronauts back on the moon.,2022 Is Full of First Steps to the Moon,1/1/2022 18:29,Business
14,The New York Times,News,https://www.nytimes.com/2022/01/01/business/santander-bank-extra-payments.html,"Santander UK is working to collect about 75,000 payments made in error on Christmas Day to its own customers and to others who use different banks.",British Bank Makes $175 Million in Mistaken Payments,1/1/2022 19:06,Financial 
15,The New York Times,News,https://www.nytimes.com/2022/01/01/us/colorado-fires-snow-boulder-superior-louisville.html,Those whose homes survived huge fires were struggling against new threats from cold and ice. At least three people were missing and feared dead as the authorities confirmed 991 houses destroyed.,"After Catastrophic Fire, Colorado Fights a New Hazard: 10 Inches of Snow",1/1/2022 19:38,Business
16,The New York Times,News,https://www.nytimes.com/2022/01/02/business/office-dogs-etiquette.html,Everyone needs a little boundary training.,How Much for That Doggie in the Cubicle?,1/2/2022 8:00,Business
17,The New York Times,News,https://www.nytimes.com/2022/01/02/climate/coal-mines-solar-climate.html,"In Martin County, Ky., where coal production has flatlined, entrepreneurs are promising that a new solar farm atop a shuttered mine will bring green energy jobs.","Coming Soon to This Coal County: Solar, in a Big Way",1/2/2022 8:00,Business
18,The New York Times,News,https://www.nytimes.com/2022/01/02/us/coronavirus-puerto-rico.html,"The island had a 4,600 percent increase in cases in recent weeks after mounting one of the nation’s most successful vaccination campaigns.",Puerto Rico Faces Staggering Covid Case Explosion,1/2/2022 10:00,Business
19,The New York Times,News,https://www.nytimes.com/2022/01/02/business/economy/child-tax-credit.html,A pandemic benefit that many progressives hoped to make permanent has lapsed in a congressional standoff. Researchers say it spared many from poverty.,"Child Tax Credit’s Extra Help Ends, Just as Covid Surges Anew",1/2/2022 10:00,Financial 
20,The New York Times,News,https://www.nytimes.com/2022/01/02/business/economy/child-tax-credit.html,A pandemic benefit that many progressives hoped to make permanent has lapsed in a congressional standoff. Researchers say it spared many from poverty.,"Child Tax Credit’s Extra Help Ends, Just as Covid Surges Anew",1/2/2022 10:00,Business
21,The New York Times,News,https://www.nytimes.com/2022/01/02/business/the-week-in-business-travel-troubles.html,"Thousands of flight cancellations, a new, shorter isolation period for people with Covid-19 and return to the office plans still in flux.",The Week in Business: Travel Troubles,1/2/2022 12:00,Business
22,The New York Times,News,https://www.nytimes.com/2022/01/02/us/iowa-cubs-employee-bonus-checks.html,"The owner of the Iowa Cubs gave employees $2,000 for every year they had been with the minor league baseball team, for a total of $600,000. “My jaw dropped,” one worker said.",Team Owner Surprises Workers With ‘Life-Changing Gesture’ After Sale,1/2/2022 16:42,Business
23,The New York Times,News,https://www.nytimes.com/2022/01/02/business/goldman-sachs-return-to-office.html,"In a shift in policy as Covid cases rise, the Wall Street firm urged U.S. employees who can work remotely to do so until Jan. 18.",Goldman Sachs Follows Wall Street Rivals in Asking Staff to Work From Home,1/2/2022 17:33,Financial 
24,The New York Times,News,https://www.nytimes.com/2022/01/02/world/wellness-vacations-go-beyond-massages-and-diet-tips-during-the-pandemic.html,,Wellness vacations go beyond massages and diet tips during the pandemic.,1/2/2022 20:04,Financial 
25,The New York Times,News,https://www.nytimes.com/2022/01/02/business/europe-green-investments-nuclear-natural-gas.html,"The draft proposal could help unleash a wave of investment, but critics say both sources of energy cause damage to the environment.",Europe Plans to Say Nuclear Power and Natural Gas Are Green Investments,1/2/2022 20:50,Financial 
26,The New York Times,News,https://www.nytimes.com/2022/01/02/business/europe-green-investments-nuclear-natural-gas.html,"The draft proposal could help unleash a wave of investment, but critics say both sources of energy cause damage to the environment.",Europe Plans to Say Nuclear Power and Natural Gas Are Green Investments,1/2/2022 20:50,Business
27,The New York Times,Obituary (Obit),https://www.nytimes.com/2022/01/02/business/james-cayne-dead.html,"The first Wall Street chief to own a company stake worth more than $1 billion, he steered the company to five years of record profits before it suffered huge losses in 2007.","James Cayne, Who Ran the Ill-Fated Bear Stearns, Dies at 87",1/2/2022 21:28,Financial 
28,The New York Times,Obituary (Obit),https://www.nytimes.com/2022/01/02/business/james-cayne-dead.html,"The first Wall Street chief to own a company stake worth more than $1 billion, he steered the company to five years of record profits before it suffered huge losses in 2007.","James Cayne, Who Ran the Ill-Fated Bear Stearns, Dies at 87",1/2/2022 21:28,Business
29,The New York Times,News,https://www.nytimes.com/2022/01/02/us/nooksack-306-evictions-tribal-sovereignty.html,"After cutting 306 people from its rolls, the Nooksack tribe is moving to evict those who remain in tribal housing. The dispute has raised questions about individual rights and tribal sovereignty.",A Tribe’s Bitter Purge Brings an Unusual Request: Federal Intervention,1/2/2022 21:31,Financial 
30,The New York Times,News,https://www.nytimes.com/2022/01/02/us/nooksack-306-evictions-tribal-sovereignty.html,"After cutting 306 people from its rolls, the Nooksack tribe is moving to evict those who remain in tribal housing. The dispute has raised questions about individual rights and tribal sovereignty.",A Tribe’s Bitter Purge Brings an Unusual Request: Federal Intervention,1/2/2022 21:31,Business
31,The New York Times,News,https://www.nytimes.com/2022/01/02/us/colorado-fire-damage.html,"Days after what might be the most damaging wildfire in state history, residents are just beginning to make sense of the long road back and the extent of the damage.",Colorado Residents Ponder the Road Ahead After Wildfires,1/2/2022 23:28,Financial 
32,The New York Times,News,https://www.nytimes.com/2022/01/02/theater/mrs-doubtfire-broadway.html,"The musical’s producer, eager to avoid a permanent shutdown amid the virus surge, is attempting a self-imposed nine-week hiatus.",‘Mrs. Doubtfire’ on Broadway Is Pausing to Avoid Closing,1/2/2022 23:30,Financial 
33,The New York Times,News,https://www.nytimes.com/2022/01/02/theater/mrs-doubtfire-broadway.html,"The musical’s producer, eager to avoid a permanent shutdown amid the virus surge, is attempting a self-imposed nine-week hiatus.",‘Mrs. Doubtfire’ on Broadway Is Pausing to Avoid Closing,1/2/2022 23:30,Business
34,The New York Times,News,https://www.nytimes.com/2022/01/03/business/elizabeth-holmes-theranos-trial.html,"The jurors sent two notes saying they were unable to agree on three of the 11 counts facing Ms. Holmes, the founder of the blood-testing start-up Theranos.",Jurors in the Elizabeth Holmes trial reiterate they are deadlocked on some charges.,1/3/2022 8:00,Business
35,The New York Times,News,https://www.nytimes.com/2022/01/03/business/wall-street-cloud-computing.html,"Cloud computing is slowly changing how Wall Street banks handle their business, but concerns with security remain.",Banks Tiptoe Toward Their Cloud-Based Future,1/3/2022 8:00,Financial 
36,The New York Times,News,https://www.nytimes.com/2022/01/03/nyregion/kathy-hochul-eric-adams.html,Mayor Eric Adams has a base that Gov. Kathy Hochul wants to reach. And she controls the money he needs to jump-start his agenda. It will be a shift for New Yorkers used to seeing their governor and mayor at odds.,Why Eric Adams and Kathy Hochul Might Actually Get Along,1/3/2022 8:00,Business
37,The New York Times,News,https://www.nytimes.com/2022/01/03/business/wall-street-cloud-computing.html,"Cloud computing is slowly changing how Wall Street banks handle their business, but concerns with security remain.",Banks Tiptoe Toward Their Cloud-Based Future,1/3/2022 8:00,Business
38,The New York Times,News,https://www.nytimes.com/2022/01/03/nyregion/coronavirus-pandemic-silver-linings.html,"From new forms of medicine to less wasteful business practices, many have adapted to Covid-19 in ways that have improved them, and society.",The Pandemic Brought Seismic Changes. They Changed With It.,1/3/2022 8:00,Business
39,The New York Times,News,https://www.nytimes.com/2022/01/03/business/corporate-board-diversity.html,Some executives say corporate boards have often overlooked qualified women and nonwhite people. That may be changing.,Board Diversity Increased in 2021. Some Ask What Took So Long.,1/3/2022 8:00,Financial 
40,The New York Times,News,https://www.nytimes.com/2022/01/03/business/corporate-board-diversity.html,Some executives say corporate boards have often overlooked qualified women and nonwhite people. That may be changing.,Board Diversity Increased in 2021. Some Ask What Took So Long.,1/3/2022 8:00,Business
41,The New York Times,briefing,https://www.nytimes.com/2022/01/03/nyregion/a-new-mayor-and-a-new-relationship-between-city-hall-and-albany.html,"Unlike their feuding predecessors, Mayor Eric Adams and Gov. Kathy Hochul appear to be getting along. They have their reasons.",A New Mayor and a New Relationship Between City Hall and Albany,1/3/2022 8:07,Business
42,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/03/opinion/dyor-do-your-own-research.html,The slogan promotes a freethinking approach to understanding the world.,"Skeptics Say, ‘Do Your Own Research.’ It’s Not That Simple.",1/3/2022 10:00,Financial 
43,The New York Times,News,https://www.nytimes.com/2022/01/03/world/europe/hungary-european-union.html,"After years of complacency and wishful thinking, Brussels is finally trying to rein in the country’s pugnacious leader, Prime Minister Viktor Orban.",How the E.U. Allowed Hungary to Become an Illiberal Model,1/3/2022 10:00,Financial 
44,The New York Times,News,https://www.nytimes.com/2022/01/03/world/europe/hungary-european-union.html,"After years of complacency and wishful thinking, Brussels is finally trying to rein in the country’s pugnacious leader, Prime Minister Viktor Orban.",How the E.U. Allowed Hungary to Become an Illiberal Model,1/3/2022 10:00,Business
45,The New York Times,News,https://www.nytimes.com/2022/01/03/world/the-child-tax-credits-extra-help-has-ended-just-as-a-covid-threat-rises-anew.html,,The child tax credit’s extra help has ended just as a Covid threat rises anew.,1/3/2022 10:01,Business
46,The New York Times,News,https://www.nytimes.com/2022/01/03/world/the-pandemic-brought-seismic-changes-and-inspired-remarkable-resilience.html,,"The pandemic brought seismic changes, and inspired remarkable resilience.",1/3/2022 11:03,Business
47,The New York Times,News,https://www.nytimes.com/article/hong-kong-media-muzzled.html,"Citizen News, a small but aggressive online publication, is the latest outlet to fold amid relentless pressure from the authorities.",How Beijing Has Muted Hong Kong’s Independent Media,1/3/2022 11:57,Business
48,The New York Times,News,https://www.nytimes.com/2022/01/03/business/dealbook/covid-return-office.html,"The start of 2022 has echoes of the last two years, but the landscape is also changing.",How to Keep Things Open,1/3/2022 12:53,Financial 
49,The New York Times,News,https://www.nytimes.com/2022/01/03/business/dealbook/covid-return-office.html,"The start of 2022 has echoes of the last two years, but the landscape is also changing.",How to Keep Things Open,1/3/2022 12:53,Business
50,The New York Times,News,https://www.nytimes.com/2022/01/03/business/omicron-return-to-office.html,"Some businesses are changing their vaccination policies to require booster shots, while others are prioritizing coronavirus tests.","As Omicron uncertainty mounts, return-to-office plans are being revised again.",1/3/2022 12:54,Business
51,The New York Times,News,https://www.nytimes.com/2022/01/03/world/middleeast/tunisia-economy-kais-saied.html,"When President Kais Saied seized power in July, he vowed to rescue the failing economy. Tunisians are still waiting for him to fulfill that pledge.",Pressure Mounts on Tunisia’s President to Salvage the Economy,1/3/2022 13:43,Financial 
52,The New York Times,News,https://www.nytimes.com/2022/01/03/nyregion/letitia-james-ivanka-donald-trump-jr-subpoena.html,"The attorney general, Letitia James, has subpoenaed Donald Trump Jr. and Ivanka Trump as part of a civil investigation.",New York A.G. Seeks to Question Trump Children in Fraud Inquiry,1/3/2022 16:19,Financial 
53,The New York Times,News,https://www.nytimes.com/2022/01/03/nyregion/letitia-james-ivanka-donald-trump-jr-subpoena.html,"The attorney general, Letitia James, has subpoenaed Donald Trump Jr. and Ivanka Trump as part of a civil investigation.",New York A.G. Seeks to Question Trump Children in Fraud Inquiry,1/3/2022 16:19,Business
54,The New York Times,News,https://www.nytimes.com/2022/01/03/business/bridgewater-chief-executives.html,"The firm named deputy C.E.O. Nir Bar Dea and a board member, Mark Bertolini, to succeed David McCormick in light of Mr. McCormick’s political aspirations.","Bridgewater, World’s Largest Hedge Fund, Names New Chief Executives",1/3/2022 16:22,Financial 
55,The New York Times,News,https://www.nytimes.com/2022/01/03/business/bridgewater-chief-executives.html,"The firm named deputy C.E.O. Nir Bar Dea and a board member, Mark Bertolini, to succeed David McCormick in light of Mr. McCormick’s political aspirations.","Bridgewater, World’s Largest Hedge Fund, Names New Chief Executives",1/3/2022 16:22,Business
56,The New York Times,News,https://www.nytimes.com/2022/01/03/us/child-tax-credits-extra-benefits.html,,The child tax credit’s extra benefits are ending just as more parents are scrambling for child care.,1/3/2022 16:36,Financial 
57,The New York Times,News,https://www.nytimes.com/2022/01/03/sports/olympics/le-coq-sportif-france.html,"The famed sportswear brand Le Coq Sportif is hoping to reinvent itself, and its hometown, by outfitting its country’s teams at the Beijing and Paris Olympics.",France’s Olympic Teams Get a New Look: Vintage,1/3/2022 16:58,Business
58,The New York Times,Review,https://www.nytimes.com/2022/01/03/theater/streets-of-new-york-review.html,"At the Irish Repertory Theater, this musical confection is a luridly entertaining tale, set mostly in 1857, about a villainous banker and his wily clerk.",Review: ‘The Streets of New York’ Is a Good Old Melodrama,1/3/2022 18:02,Financial 
59,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/apple-3-trillion-market-value.html,The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.,Apple Becomes First Company to Hit $3 Trillion Market Value,1/3/2022 18:48,Financial 
60,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/apple-3-trillion-market-value.html,The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.,Apple Becomes First Company to Hit $3 Trillion Market Value,1/3/2022 18:48,Business
61,The New York Times,News,https://www.nytimes.com/2022/01/03/business/economy/inflation-democrats-corporations.html,Politicians are placing more blame on greedy companies as prices stay high. But booming consumer demand is enabling firms to charge more.,Democrats Blast Corporate Profits as Inflation Surges,1/3/2022 19:45,Business
62,The New York Times,News,https://www.nytimes.com/2022/01/03/us/chicago-schools-remote-learning.html,A union vote is planned this week on whether to go to remote learning.,Chicago says classrooms will stay open. Its teachers say maybe not.,1/3/2022 20:06,Business
63,The New York Times,briefing,https://www.nytimes.com/2022/01/03/briefing/omicron-cases-china-media-arrests.html,But recent Omicron data offer hope.,Your Monday Briefing: Global Covid cases reach record highs,1/3/2022 21:00,Business
64,The New York Times,News,https://www.nytimes.com/2022/01/03/us/politics/first-amendment-praetorian-trump-jan-6.html,"The organization, called 1st Amendment Praetorian, is not as well known as the Oath Keepers or the Proud Boys, but it worked closely with pro-Trump forces in the months after the 2020 election.",Another Far-Right Group Is Scrutinized About Its Efforts to Aid Trump,1/3/2022 21:24,Business
65,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/03/opinion/2021-worst-predictions.html,"Bitcoin, Tesla, the Suez Canal, the Mars helicopter — people got a lot wrong.",These Were the Worst Predictions About 2021,1/3/2022 22:16,Financial 
66,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/03/opinion/2021-worst-predictions.html,"Bitcoin, Tesla, the Suez Canal, the Mars helicopter — people got a lot wrong.",These Were the Worst Predictions About 2021,1/3/2022 22:16,Bitcoin Article
67,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/03/opinion/2021-worst-predictions.html,"Bitcoin, Tesla, the Suez Canal, the Mars helicopter — people got a lot wrong.",These Were the Worst Predictions About 2021,1/3/2022 22:16,Business
68,The New York Times,News,https://www.nytimes.com/2022/01/03/briefing/coronavirus-briefing-back-to-school-chaos.html,And the latest on Omicron.,Coronavirus Briefing: Back-to-school chaos,1/3/2022 22:34,Business
69,The New York Times,briefing,https://www.nytimes.com/2022/01/03/briefing/omicron-apple-jan-6-your-monday-evening-briefing.html,Here’s what you need to know at the end of the day.,"Omicron, Apple, Jan. 6: Your Monday Evening Briefing",1/3/2022 22:40,Business
70,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/personaltech/blackberry-devices-stop-working.html,"Android-powered devices carrying the BlackBerry name won’t be affected. For some, it’s a farewell to an era when BlackBerries dominated airport lounges and the West Wing.",BlackBerry Ends Service on Its Once-Ubiquitous Mobile Devices,1/3/2022 22:44,Business
71,The New York Times,News,https://www.nytimes.com/2022/01/03/world/africa/sudan-prime-minister-resigns.html,"With the departure of the civilian prime minister Abdalla Hamdok on Sunday, the military and security forces are now fully in control of Sudan again.",Sudan Braces for ‘the Worst’ after Prime Minister Resigns,1/3/2022 22:48,Financial 
72,The New York Times,News,https://www.nytimes.com/2022/01/03/world/africa/sudan-prime-minister-resigns.html,"With the departure of the civilian prime minister Abdalla Hamdok on Sunday, the military and security forces are now fully in control of Sudan again.",Sudan Braces for ‘the Worst’ after Prime Minister Resigns,1/3/2022 22:48,Business
73,The New York Times,News,https://www.nytimes.com/2022/01/03/theater/festivals-covid-coronavirus.html,"Under the Radar, Prototype and the Exponential Festival, annual January beacons of experimental work, have canceled their in-person offerings.",Coronavirus Is Surging. Avant-Garde Arts Festivals Are Closing.,1/3/2022 23:00,Financial 
74,The New York Times,News,https://www.nytimes.com/2022/01/03/us/politics/midterm-elections-coronavirus.html,"The Omicron variant’s spread poses an unwelcome political conundrum just as election season begins. Democrats and the G.O.P. see reasons to hope, but the virus will get the deciding vote.",A Frazzled America Staggers Into 2022,1/4/2022 0:00,Business
75,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/03/opinion/covid-vaccines-misinformation.html,Why 2021 wasn’t the year we beat the pandemic.,The Viral Lies That Keep Killing Us,1/4/2022 0:00,Business
76,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/theranos-deliberations.html,"The jurors said earlier on Monday that they were deadlocked on three of 11 counts facing Ms. Holmes, but were asked to fill out a verdict form on the other charges.",Jurors are set to deliver a verdict in Elizabeth Holmes’s fraud trial.,1/4/2022 0:01,Business
77,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/elizabeth-holmes-guilty.html,The case against the founder of the failed blood testing start-up Theranos came to symbolize the pitfalls of Silicon Valley’s culture of hustle and hype.,Elizabeth Holmes is found guilty of four counts of fraud.,1/4/2022 0:20,Financial 
78,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/elizabeth-holmes-guilty.html,The case against the founder of the failed blood testing start-up Theranos came to symbolize the pitfalls of Silicon Valley’s culture of hustle and hype.,Elizabeth Holmes is found guilty of four counts of fraud.,1/4/2022 0:20,Business
79,The New York Times,News,https://www.nytimes.com/2022/01/03/technology/elizabeth-holmes-theranos.html,"In Silicon Valley’s world of make-believe, the philosophy of “fake it until you make it” finally gets its comeuppance.",The Epic Rise and Fall of Elizabeth Holmes,1/4/2022 0:45,Business
80,The New York Times,News,https://www.nytimes.com/2022/01/03/us/twelve-tribes-12-colorado-fire.html,Investigators are looking at the possibility that a fire that destroyed more than 900 homes started on property owned by a fundamentalist Christian sect known as Twelve Tribes.,Colorado Wildfire Inquiry Focuses on Christian Sect,1/4/2022 0:56,Business
81,The New York Times,News,https://www.nytimes.com/2022/01/03/crosswords/daily-puzzle-2022-01-04.html,David Bukszpan debuts with an introspective puzzle.,Long Story Short,1/4/2022 3:00,Business
82,The New York Times,briefing,https://www.nytimes.com/2022/01/03/briefing/omicron-shutdowns-sudan-elizabeth-holmes.html,U.S. struggles to avoid Omicron shutdowns.,Your Tuesday Briefing,1/4/2022 4:28,Business
83,The New York Times,News,https://www.nytimes.com/2022/01/04/business/britain-electricity-norway-cables.html,Linking one nation’s power grid with another’s is considered essential as more electricity is generated from solar and wind.,A Widening Web of Undersea Cables Connects Britain to Green Energy,1/4/2022 8:00,Business
84,The New York Times,News,https://www.nytimes.com/2022/01/04/magazine/workplace-sexist-joke-ethics.html,The magazine’s Ethicist columnist on how human resources should handle a reflex reaction to an inappropriate remark — and more.,A Co-Worker Told a Sexist Joke. Should You Be Disciplined for Laughing?,1/4/2022 10:00,Financial 
85,The New York Times,News,https://www.nytimes.com/2022/01/04/magazine/workplace-sexist-joke-ethics.html,The magazine’s Ethicist columnist on how human resources should handle a reflex reaction to an inappropriate remark — and more.,A Co-Worker Told a Sexist Joke. Should You Be Disciplined for Laughing?,1/4/2022 10:00,Business
86,The New York Times,News,https://www.nytimes.com/2022/01/04/us/politics/capitol-riot-panel.html,"From a nondescript office building, a few dozen investigators and members of Congress are rushing to dissect what led to the worst attack on the Capitol in centuries.","In the Capitol’s Shadow, the Jan. 6 Panel Quietly Ramps Up Its Inquiry",1/4/2022 10:00,Business
87,The New York Times,News,https://www.nytimes.com/2022/01/04/business/office-covid-preference-wristband.html,Employers are desperate to figure out a way to safely get employees back to their desks. Enter the humble wristband.,"Office Attire That Makes a Statement: ‘OK, Let’s Hug’",1/4/2022 10:00,Business
88,The New York Times,News,https://www.nytimes.com/2022/01/04/business/media/polo-lounge-hollywood.html,"A clubby gathering spot attracts a who’s who of the film industry, and reminds them of a time when movies were still king.",Hollywood Glamour Is Pandemic-Proof at the Polo Lounge,1/4/2022 10:00,Business
89,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/04/opinion/marriage-divorce.html,"More and more Americans are single, living lives of hard-won independence.",What Does Marriage Ask Us to Give Up?,1/4/2022 10:00,Financial 
90,The New York Times,News,https://www.nytimes.com/2022/01/04/magazine/jan-6-capitol-police-officers.html,"For many officers, their bodies, minds and lives will never be the same after the attack.",The Capitol Police and the Scars of Jan. 6,1/4/2022 10:00,Business
91,The New York Times,News Analysis,https://www.nytimes.com/2022/01/04/technology/elizabeth-holmes-verdict.html,"Ms. Holmes, the founder of Theranos, wasn’t a creature of Silicon Valley, or so the refrain went. But her fraud trial showed otherwise.",Silicon Valley Can’t Escape Elizabeth Holmes,1/4/2022 10:00,Business
92,The New York Times,News,https://www.nytimes.com/2022/01/04/dining/la-sushi.html,"Few locales outside Japan can equal the variety, skill and creativity served at the city’s countless sushi counters.",Tracing a Los Angeles Treasure: Its Glorious Sprawl of Sushi,1/4/2022 10:02,Business
93,The New York Times,News,https://www.nytimes.com/2022/01/04/world/asia/ioc-china.html,"Olympic officials are reluctant to look into whether any Beijing 2022 merchandise might have been made under duress by Uyghurs, an activist group charges.","Faced With Questions About Forced Labor in China, the I.O.C. Is Tight-Lipped",1/4/2022 10:11,Financial 
94,The New York Times,News,https://www.nytimes.com/2022/01/04/world/hong-kong-expands-its-vaccine-requirements-as-it-fights-to-control-omicron.html,,Hong Kong expands its vaccine requirements as it fights to control Omicron.,1/4/2022 12:18,Business
95,The New York Times,News,https://www.nytimes.com/2022/01/04/us/i-95-closed-snowstorm-winter.html,Hundreds were stuck overnight on the interstate south of Washington. A United States senator was among those trapped.,Stranded Drivers Are Freed After 24-Hour Snowy Ordeal on I-95 in Virginia,1/4/2022 12:32,Business
96,The New York Times,News,https://www.nytimes.com/2022/01/04/business/dealbook/elizabeth-holmes-theranos-guilty.html,The Theranos founder was found guilty of defrauding investors. What does that mean for Silicon Valley?,The Verdict Is In on Elizabeth Holmes,1/4/2022 13:08,Financial 
97,The New York Times,News,https://www.nytimes.com/2022/01/04/business/dealbook/elizabeth-holmes-theranos-guilty.html,The Theranos founder was found guilty of defrauding investors. What does that mean for Silicon Valley?,The Verdict Is In on Elizabeth Holmes,1/4/2022 13:08,Business
98,The New York Times,News,https://www.nytimes.com/2022/01/04/business/omicron-retail-real-estate.html,"Tenants are being offered concessions like reduced rates and customized spaces, while vacant storefronts are being filled with pop-up shops and works by local artists.","As Omicron Bears Down on Retailers, Landlords Get Creative to Fill Space",1/4/2022 14:00,Financial 
99,The New York Times,News,https://www.nytimes.com/2022/01/04/business/omicron-retail-real-estate.html,"Tenants are being offered concessions like reduced rates and customized spaces, while vacant storefronts are being filled with pop-up shops and works by local artists.","As Omicron Bears Down on Retailers, Landlords Get Creative to Fill Space",1/4/2022 14:00,Business
100,The New York Times,News,https://www.nytimes.com/2022/01/04/business/economy/job-openings-coronavirus.html,Government data for November shows the continuing disruption of the coronavirus in the labor market.,"More quit jobs than ever, but most turnover is in low-wage work.",1/4/2022 15:15,Business
101,The New York Times,News,https://www.nytimes.com/2022/01/04/business/topps-fanatics-sports-cards.html,The deal follows the loss of Topps’s licensing agreement with Major League Baseball and the Major League Baseball Players Association to Fanatics.,"Topps will sell its sports card business to Fanatics, a rival.",1/4/2022 15:43,Business
102,The New York Times,News,https://www.nytimes.com/2022/01/04/business/toyota-car-sales-2021.html,"After struggling to produce cars because of a global computer chip shortage, automakers are trying to move quickly to making electric vehicles.","Toyota Topped G.M. in U.S. Car Sales in 2021, a First for a Foreign Automaker",1/4/2022 15:46,Business
103,The New York Times,News,https://www.nytimes.com/2022/01/04/business/elizabeth-holmes-verdict-takeaways.html,"Theranos, which dissolved in 2018, is likely to stand as a warning to other start-ups that stretch the truth to score funding and business deals.",Five takeaways from the verdict in the Elizabeth Holmes trial.,1/4/2022 15:55,Business
104,The New York Times,News,https://www.nytimes.com/2022/01/04/business/ben-smith-new-york-times.html,"Mr. Smith will help start a new organization with Justin Smith, the chief executive of Bloomberg Media.",Ben Smith Is Leaving The Times for a Global News Start-Up,1/4/2022 16:37,Business
105,The New York Times,Op-Ed,https://www.nytimes.com/2022/01/04/opinion/2021-economic-recovery.html,A closer look at a recovery for the record books.,"Don’t Tell Anyone, but 2021 Was Pretty Amazing",1/4/2022 17:05,Financial 
